Código;Nombre común;Nombre científico;Tipo de planta;polinizacion;nivel_alergenico;toxicidad_mascotas;tipo_hoja;Estado
TR-361;;Turnera ulmifolia;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-451;;Vanilla planifolia;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CA-331;;Kalanchoe marmorata;CACTACEA/SUCULENTA;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ST-227;;Visnea mocanera;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
TR-275;;Volkameria inermis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-196;;Vriesea splendens;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CA-293;;Weberbauerocereus johnsonii;CACTACEA/SUCULENTA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-120;;Wodyetia bifurcata;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-083;;Woodwardia radicans;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-078;;Xanthosoma sagittifolium;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-079;;Xanthosoma sagittifolium 'Violaceum';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CA-345;;Xerosicyos decaryi;CACTACEA/SUCULENTA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CA-073;;Yucca gigantea;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
CA-075;;Yucca thompsoniana;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
TR-421;;Zamia furfuracea;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
TR-087;;Zamioculcas zamiifolia;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-086;;Zantedeschia rehmannii;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-413;;Pellionia repens;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
HHEW;;Hedera helix 'Wonder';TAPIZANTE/TREPADORA;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
KJAG;;Kerria japonica ?Golden Guinea?;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
LIMB;;"Liriope muscari""Big Blue""";HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SVUB;;Syringa vulgaris 'Belle de Nancy';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
HLF;;Helleborus foetidus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_259;;Platycodon grandiflorus 'Fuji Blue';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_260;;Plectranthus coleoides;SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_261;;Polemonium caeruleum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
HP_007;;Polystichum rigens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
HP_008;;Polystichum setiferum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_263;;Potentilla nepalensis 'Miss Willmott';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
E053A;;Rosa 'FEjim FE 12010';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PHPE_265;;Pulmonaria 'De Vroomen's Pride';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_266;;Pulmonaria 'Mrs. Kittle';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPI_014;;Pulmonaria officinalis 'Sissinghurst White';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_267;;Rheum palmatum var. tanguticum;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PHPE_268;;Rheum rhabarbarum;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PHPE_269;;Rheum rhabarbarum 'Red Champagne';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D099B;;Rosa '00.1261.1';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D071B;;Rosa '03.3202.104';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
AA054A;;Rosa '07.1870.1';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D098B;;Rosa '07.1870.2';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D013B;;Rosa '07.1870.3';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
A028B;;Rosa '09.8404.1';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B105B;;Rosa '99.3213.4';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D098A;;Rosa '99.5455.1';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
DP30C;;Rosa '99.5505.5';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B042B;;Rosa 'Academie d'Orleans';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
TE1B.1;Rosa 'ADAbeyclu';Rosa 'Signature Biodiversité';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D053B;;Rosa 'ADAdrghop';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
EB75A;;Rosa 'ADAenoy';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PI_001;;Acalypha hispida;SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_003;;Achillea filipendulina 'Coronation Gold';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_004;;Achillea millefolium 'Summer Pastels';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_005;;Achillea 'Paprika';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_006;;Achillea 'Rainbow Lightning Pink';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_007;;Achillea 'Red Velvet';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
E015B;;Rosa 'Boticelli';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PG_001;;Acorus calamus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PG_002;;Acorus gramineus 'Argenteostriatus';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_009;;Agapanthus africanus 'Blue';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_010;;Agapanthus 'Albus';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_011;;Agapanthus 'Blue Triumphator';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPI_001;;Agapanthus 'Brilliant Blue';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_012;;Agapanthus 'Delft Blue';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_013;;Agapanthus 'Polar Ice';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_014;;Agastache 'Blue Fortune';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_015;;Agastache rugosa;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_002;;Aglaonema 'Cutlass';SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_003;;Aglaonema 'Maria Christina';SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_016;;Ajuga reptans 'Burgundy Glow';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_019;;Allium 'Globemaster';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_020;;Allium karataviense;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_001;;Allium schoenoprasum 'Medium Leaved';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_021;;Allium ursinum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_022;;Alstroemeria aurea 'Lutea';HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_023;;Alstroemeria 'Majestic Henri';HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
SHH_010;;Alyssum 'Clear Crystal';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_024;;Alyssum montanum 'Berggold';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_025;;Alyssum saxatile 'Sulphureum';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_026;;Anacyclus pyrethrum var. depressus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_028;;Anemone japonica 'Andrea Atkinson';HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_029;;Anemone japonica 'Honorine Jobert ';HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_005;;Anthurium 'Diamond Red';SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_030;;Aquilegia 'Barlow Blue';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_033;;Aquilegia 'Songbird';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_034;;Aquilegia 'Winky Blue and White';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-005;;Justicia adhatoda;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
E015A;;Rosa 'WR/AM-939-FLO';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
E065A;;Rosa 'ORAdassac ORA 152-757';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PHPE_038;;Armeria pseudarmeria 'Ballerina Red';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
JAX;Jazmines;Jasminum sp;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SHH_002;;Artemisia absinthium 'Wormwood';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_041;;Aruncus dioicus 'Kneiffii';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_042;;Aruncus dioicus 'Whirlwind';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_043;;Asclepias incarnata 'Soulmate';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_044;;Asclepias tuberosa;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_046;;Aspidistra elatior 'Variegata';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_047;;Aster dum. 'Anneke';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
E062A;;Rosa 'ORAgidel ORA 150-700';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PHPE_049;;Aster novae-angliae 'Andenken an Alma Poetschke';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_050;;Aster novae-angliae 'Constance';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_051;;Aster novae-angliae 'Purple Dome';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_052;;Astilbe chin. 'Alive and Kicking';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_053;;Astilbe jap. 'Bonn';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
HP_001;;Athyrium filix-femina 'Frizelliae';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_054;;Baptisia australis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_013;;Begonia semperflorens 'Super Olympia';HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PI_006;;Begonia venosa;HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_056;;Begonia x boliviensis 'Santa Cruz';HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PI_007;;Beloperone guttata 'Red';SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_057;;Bergenia cordifolia 'Rotblum';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_058;;Bergenia 'Dragonfly Angel Kiss';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_059;;Bletilla striata;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_019;;Brassica oleracea 'Nagoya';HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_020;;Brassica oleracea 'Osaka';HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_061;;Brunnera macrophylla;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_063;;Brunnera macrophylla 'Variegata';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_064;;Calamagrostis x acutiflora 'Karl Foerster';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_008;;Calathea crotalifera;SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PI_010;;Calathea 'Gemengd';SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PI_012;;Calathea zebrina;SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_065;;Calibrachoa hybrida;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_066;;Campanula glomerata 'Emerald';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPI_003;;Campanula glomerata 'Genti Blue';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_067;;Campanula glomerata var. dahurica;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPI_004;;Campanula pers. 'Cornish Mist';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_068;;Campanula persicifolia;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_069;;Campanula persicifolia 'La Belle Blue';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_071;;Campanula poscharskyana;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_072;;Canna 'Giant Orange';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_073;;Canna 'Inferno';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_074;;Canna 'Red Stripe';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_075;;Canna 'Verdi';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_076;;Capsicum annuum 'Medusa';HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PG_004;;Carex buchananii 'Red Rooster';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PG_006;;Carex hachijoensis 'Ice Cream';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PG_009;;Carex testacea 'Prairie Fire';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_079;;Catananche caerulea;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_015;;Celosia plumosa 'Dragon's Breath';SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
SHH_016;;Celosia plumosa 'Fresh Look';SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_083;;Centaurea montana;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_084;;Cerastium tomentosum var. columnae 'Silberteppich';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_017;;Chrysanthemum paludosum 'Snowland';HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_085;;Cineraria marítima 'Silverdust';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_021;;Coleus 'Fairway';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_086;;Coleus 'Premium Sun';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_023;;Coreopsis 'Early Sunrise';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_087;;Coreopsis grandiflora 'Schnittgold';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_088;;Coreopsis verticilata 'Firefly';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_089;;Coreopsis verticilata 'Moonbeam';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_091;;Crocosmia 'Emily McKenzie';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_092;;Crocosmia 'George Davidson';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_013;;Cryptanthus bivittatus 'Pink Starlite';SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_014;;Cryptanthus mix;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_015;;Cryptanthus 'Red Star';SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_016;;Cryptanthus 'Rubin Star';SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_095;;Cyclamen coum;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_096;;Cyclamen hederifolium;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_097;;Cyclamen persicum;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_099;;Delphinium grandiflorum 'Blauer Zwerg';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_100;;Delphinium 'Pacific';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_101;;Deschampsia cespitosa;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
E012A;;Rosa 'CROsoran';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PHPE_102;;Dianthus deltoides 'Brillant';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_103;;Dianthus plumarius fl. pl;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_104;;Dicentra eximia 'Stuart Boothman';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_105;;Dicentra formosa;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_106;;Dicentra spectabilis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_017;;Dieffenbachia amoena 'Camilla';SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PI_018;;Dieffenbachia seguine 'Tropic Snow';SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_108;;Digitalis purpurea 'Gloxiniaeflora';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_109;;Mandevilla hybrida;TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_019;;Dracaena fragans 'Limon Lime';SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
HP_003;;Dryopteris affinis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
HP_004;;Dryopteris filix-mas;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_110;;Echinacea purpurea;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPI_006;;Echinacea purpurea 'Augustkönigin';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
E031A;;Rosa 'AM-932-FLO';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PHPE_112;;Echinacea purpurea 'Magnus';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_113;;Echinacea purpurea 'Pink Double Delight';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_114;;Echinops  ritro 'Veitch's Blue';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_115;;Echinops ritro;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PI_024;;Epipremnum pinnatum 'Golden Pothos';SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_117;;Eragrostis spectabilis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_118;;Erigeron speciosus 'Rosa Juwel';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_119;;Eryngium planum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_120;;Eryngium planum 'Blauer Zwerg';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPI_007;;Eryngium planum 'Jade Frost';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_123;;Euphorbia amygdaloides 'Purpurea';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_124;;Euphorbia hypericifolia;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_125;;Euphorbia polychroma;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
JSU;Jacobina;Jacobinia suberecta;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PG_010;;Festuca glauca 'Elijah Blue';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_027;;Ficus benjamina 'Columnar';SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PI_029;;Ficus benjamina 'Danielle';SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PI_031;;Ficus benjamina 'Exotica';SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PI_032;;Ficus benjamina 'Midnight Lady';SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PI_033;;"Ficus binnendykii ""Alii""";SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PI_034;;"Ficus binnendykii ""Amstel King""";SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_127;;Filipendula rubra 'Venusta Magnifica';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_128;;Filipendula ulmaria 'Variegata';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_129;;Filipendula vulgaris 'Plena';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_131;;Foeniculum vulgare 'Purpureum';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_132;;Fuchsia magellanica 'Ricartonii';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_133;;Gaillardia aristata 'Kobold';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SHH_024;;Gaillardia 'Arizona Sun';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
